Frame: 	Blockiness: 	SA: 	Letterbox: 	Pillarbox: 	Blockloss: 	Blur: 	TA: 	Blackout: 	Freezing: 	Exposure(bri): 	Contrast: 	Interlace: 	Noise: 	Slice: 	Flickering:
05338 	0.87510 	67.15059 	0.00000 	0.00000 	0.00000 	4.848 	7.76286 	0 	0 	125    	66.88798 	0.00007 	0.0000   	13.192  	-1.00000
05339 	0.90346 	67.00271 	0.00000 	0.00000 	0.00000 	4.724 	7.49596 	0 	0 	125    	67.20042 	0.00014 	0.0000   	13.281  	-1.00000
05340 	0.89894 	67.17141 	0.00000 	0.00000 	0.20000 	4.834 	7.18430 	0 	0 	125    	67.51253 	0.00007 	0.0000   	13.676  	-1.00000
05341 	0.92989 	66.95877 	0.00000 	0.00000 	0.00000 	4.392 	7.99488 	0 	0 	125    	67.77222 	0.00000 	0.0000   	13.250  	-1.00000
05342 	0.87086 	67.24788 	0.00000 	0.00000 	0.00000 	4.711 	7.97580 	0 	0 	125    	68.13832 	0.00014 	0.0000   	12.835  	-1.00000
05343 	0.88880 	67.14340 	0.00000 	0.00000 	0.00000 	4.886 	7.82516 	0 	0 	125    	68.53032 	0.00014 	0.0000   	12.945  	-1.00000
05344 	0.91064 	67.01658 	0.00000 	0.00000 	0.00000 	5.203 	7.90707 	0 	0 	125    	68.87263 	0.00000 	0.0000   	14.379  	0.69039
05345 	0.86582 	67.24628 	0.00000 	0.00000 	0.00000 	4.928 	8.09738 	0 	0 	125    	69.18920 	0.00021 	0.0000   	14.485  	-1.00000
05346 	0.87221 	67.08684 	0.00000 	0.00000 	0.00000 	4.422 	8.93664 	0 	0 	125    	69.45438 	0.00007 	0.0000   	14.241  	-1.00000
05347 	0.88031 	67.06177 	0.00000 	0.00000 	0.00000 	4.681 	9.12358 	0 	0 	125    	69.69937 	0.00000 	0.0000   	12.902  	-1.00000
05348 	0.84968 	67.57613 	0.00000 	0.00000 	0.00000 	4.838 	9.19331 	0 	0 	125    	70.05061 	0.00000 	0.0000   	13.219  	-1.00000
05349 	0.91079 	68.04151 	0.00000 	0.00000 	0.00000 	4.547 	9.47385 	0 	0 	125    	70.34417 	0.00000 	0.0000   	13.337  	-1.00000
05350 	0.91025 	68.19601 	0.00000 	0.00000 	0.00000 	4.626 	10.10008 	0 	0 	125    	70.76786 	0.00007 	0.0000   	12.061  	-1.00000
05351 	0.96860 	68.14999 	0.00000 	0.00000 	0.00000 	4.784 	10.14999 	0 	0 	125    	71.09290 	0.00000 	0.0000   	10.393  	-1.00000
05352 	0.85147 	68.24578 	0.00000 	0.00000 	0.00000 	4.417 	10.42904 	0 	0 	125    	71.52768 	0.00014 	0.0000   	9.950   	0.60098
05353 	0.92726 	68.28751 	0.00000 	0.00000 	0.00000 	4.425 	9.83258 	0 	0 	125    	71.92731 	0.00021 	0.0000   	10.518  	-1.00000
05354 	0.87875 	68.38828 	0.00000 	0.00000 	0.00000 	4.614 	9.25492 	0 	0 	125    	72.32893 	0.00007 	0.0000   	8.642   	-1.00000
05355 	0.98369 	68.66523 	0.00000 	0.00000 	0.20000 	4.538 	9.32639 	0 	0 	125    	72.63491 	0.00000 	0.0000   	7.922   	-1.00000
05356 	0.89692 	68.70373 	0.00000 	0.00000 	0.00000 	4.464 	9.45650 	0 	0 	125    	72.93237 	0.00014 	0.0000   	8.771   	-1.00000
05357 	0.87178 	68.06535 	0.00000 	0.00000 	0.00000 	4.426 	9.49624 	0 	0 	125    	73.15151 	0.00000 	0.0000   	9.315   	-1.00000
05358 	0.84141 	68.33569 	0.00000 	0.00000 	0.00000 	4.894 	8.42286 	0 	0 	125    	73.45080 	0.00000 	0.0000   	9.874   	-1.00000
05359 	0.90359 	68.48398 	0.00000 	0.00000 	0.00000 	4.614 	8.43476 	0 	0 	125    	73.63232 	0.00000 	0.0000   	9.722   	-1.00000
05360 	0.93736 	69.14001 	0.00000 	0.00000 	0.00000 	4.664 	8.96420 	0 	0 	125    	73.81254 	0.00000 	0.0000   	9.747   	0.65365
05361 	0.87648 	70.35039 	0.00000 	0.00000 	0.00000 	4.331 	7.28555 	0 	0 	125    	73.83527 	0.00000 	0.0000   	9.569   	-1.00000
05362 	0.91135 	70.30740 	0.00000 	0.00000 	0.00000 	4.358 	5.64743 	0 	0 	125    	73.74206 	0.00007 	0.0000   	9.545   	-1.00000
05363 	0.88578 	70.43495 	0.00000 	0.00000 	0.00000 	4.386 	5.82639 	0 	0 	125    	73.74497 	0.00007 	0.0000   	9.505   	-1.00000
05364 	0.91282 	70.41715 	0.00000 	0.00000 	0.00000 	4.338 	6.03038 	0 	0 	125    	73.66735 	0.00021 	0.0000   	9.362   	-1.00000
05365 	0.89575 	70.48934 	0.00000 	0.00000 	0.00000 	4.311 	6.13132 	0 	0 	125    	73.58941 	0.00028 	0.0000   	8.961   	-1.00000
05366 	0.88250 	70.47564 	0.00000 	0.00000 	0.00000 	4.309 	5.67125 	0 	0 	125    	73.45495 	0.00021 	0.0000   	9.159   	-1.00000
05367 	0.89969 	70.47703 	0.00000 	0.00000 	0.00000 	4.308 	4.85357 	0 	0 	125    	73.30244 	0.00021 	0.0000   	9.479   	-1.00000
05368 	0.89437 	70.41348 	0.00000 	0.00000 	0.10000 	4.309 	5.26601 	0 	0 	125    	73.11349 	0.00021 	0.0000   	9.724   	0.61198
05369 	0.90786 	70.22636 	0.00000 	0.00000 	0.00000 	4.319 	6.03377 	0 	0 	125    	72.93607 	0.00000 	0.0000   	9.232   	-1.00000
05370 	0.87645 	70.29483 	0.00000 	0.00000 	0.00000 	4.273 	6.07186 	0 	0 	125    	72.85678 	0.00021 	0.0000   	9.481   	-1.00000
05371 	0.91397 	70.23573 	0.00000 	0.00000 	0.30000 	4.280 	5.27902 	0 	0 	125    	72.73947 	0.00000 	0.0000   	9.248   	-1.00000
05372 	0.88689 	70.37663 	0.00000 	0.00000 	0.00000 	4.259 	4.25053 	0 	0 	125    	72.64430 	0.00000 	0.0000   	8.989   	-1.00000
05373 	0.91516 	70.37657 	0.00000 	0.00000 	0.00000 	4.290 	3.66982 	0 	0 	125    	72.45484 	0.00021 	0.0000   	9.360   	-1.00000
05374 	0.87934 	69.07674 	0.00000 	0.00000 	0.00000 	4.308 	3.87919 	0 	0 	124    	72.20984 	0.00014 	0.0000   	9.849   	-1.00000
05375 	0.75340 	93.10716 	0.00000 	0.00000 	6.40000 	3.645 	93.14257 	0 	0 	125    	76.77840 	0.00097 	0.2741   	30.196  	-1.00000
05376 	0.84916 	94.29424 	0.00000 	0.00000 	5.90000 	3.556 	2.63212 	0 	0 	125    	76.87756 	0.00639 	0.2754   	29.003  	0.63281
05377 	0.87550 	94.49711 	0.00000 	0.00000 	6.20000 	3.563 	1.71438 	0 	0 	125    	76.89325 	0.00375 	0.2778   	29.892  	-1.00000
05378 	0.88171 	95.36470 	0.00000 	0.00000 	7.70000 	3.567 	2.40640 	0 	0 	125    	76.94638 	0.00465 	0.2766   	31.664  	-1.00000
05379 	0.88734 	96.81542 	0.00000 	0.00000 	6.40000 	3.580 	2.98569 	0 	0 	125    	77.04902 	0.00417 	0.2823   	25.015  	-1.00000
05380 	0.89590 	97.72592 	0.00000 	0.00000 	6.10000 	3.607 	3.40575 	0 	0 	125    	77.14142 	0.00313 	0.2806   	24.264  	-1.00000
05381 	0.89213 	98.94561 	0.00000 	0.00000 	5.80000 	3.594 	3.23664 	0 	0 	125    	77.20898 	0.00354 	0.2792   	22.984  	-1.00000
05382 	0.90321 	99.17970 	0.00000 	0.00000 	6.00000 	3.574 	3.36651 	0 	0 	125    	77.22588 	0.00299 	0.2849   	23.789  	-1.00000
05383 	0.90098 	99.70194 	0.00000 	0.00000 	5.80000 	3.543 	3.39512 	0 	0 	125    	77.24301 	0.00333 	0.2892   	24.601  	-1.00000
05384 	0.90656 	99.87041 	0.00000 	0.00000 	5.20000 	3.539 	3.51282 	0 	0 	125    	77.24124 	0.00299 	0.2916   	25.702  	0.79688
05385 	0.90953 	99.96786 	0.00000 	0.00000 	5.20000 	3.535 	3.57705 	0 	0 	125    	77.24233 	0.00313 	0.2936   	24.593  	-1.00000
05386 	0.91474 	100.01082 	0.00000 	0.00000 	5.20000 	3.527 	3.39417 	0 	0 	125    	77.26100 	0.00326 	0.2926   	25.892  	-1.00000
05387 	0.91767 	100.08981 	0.00000 	0.00000 	5.20000 	3.530 	2.85508 	0 	0 	125    	77.27323 	0.00271 	0.2930   	25.046  	-1.00000
05388 	0.91697 	100.24472 	0.00000 	0.00000 	6.10000 	3.542 	2.66998 	0 	0 	125    	77.30907 	0.00403 	0.2959   	26.804  	-1.00000
05389 	0.91784 	100.39649 	0.00000 	0.00000 	7.00000 	3.538 	2.37634 	0 	0 	125    	77.31578 	0.00368 	0.3007   	27.603  	-1.00000
05390 	0.92106 	100.44057 	0.00000 	0.00000 	6.60000 	3.540 	2.23499 	0 	0 	125    	77.30215 	0.00347 	0.3017   	27.865  	-1.00000
05391 	0.92510 	100.44288 	0.00000 	0.00000 	6.00000 	3.548 	1.90278 	0 	0 	125    	77.29072 	0.00389 	0.2979   	28.863  	-1.00000
05392 	0.92455 	100.53488 	0.00000 	0.00000 	4.70000 	3.541 	1.72621 	0 	0 	125    	77.28246 	0.00340 	0.2984   	26.571  	0.82465
05393 	0.91682 	100.65220 	0.00000 	0.00000 	4.70000 	3.542 	1.33527 	0 	0 	125    	77.27486 	0.00403 	0.3002   	26.316  	-1.00000
05394 	0.92106 	100.65834 	0.00000 	0.00000 	5.50000 	3.549 	1.42478 	0 	0 	125    	77.26709 	0.00424 	0.3020   	25.231  	-1.00000
05395 	0.92904 	100.56149 	0.00000 	0.00000 	5.30000 	3.548 	1.78435 	0 	0 	125    	77.25817 	0.00389 	0.2977   	26.748  	-1.00000
05396 	0.92542 	100.65334 	0.00000 	0.00000 	5.10000 	3.552 	1.83279 	0 	0 	125    	77.26406 	0.00431 	0.3009   	25.884  	-1.00000
05397 	0.92764 	100.57462 	0.00000 	0.00000 	5.80000 	3.545 	2.28616 	0 	0 	125    	77.23886 	0.00382 	0.2999   	25.551  	-1.00000
05398 	0.92151 	100.65275 	0.00000 	0.00000 	6.00000 	3.557 	3.14966 	0 	0 	125    	77.22744 	0.00389 	0.3034   	25.271  	-1.00000
05399 	0.92131 	100.64526 	0.00000 	0.00000 	6.80000 	3.549 	4.02601 	0 	0 	125    	77.18453 	0.00382 	0.3035   	25.356  	-1.00000
05400 	0.92327 	100.59855 	0.00000 	0.00000 	6.10000 	3.544 	4.77634 	0 	0 	125    	77.12011 	0.00431 	0.3035   	28.133  	0.73785
05401 	0.91958 	100.57142 	0.00000 	0.00000 	6.20000 	3.551 	5.41845 	0 	0 	125    	77.08482 	0.00410 	0.3034   	28.714  	-1.00000
05402 	0.92019 	100.55233 	0.00000 	0.00000 	5.90000 	3.547 	5.33829 	0 	0 	125    	77.09432 	0.00431 	0.3038   	24.992  	-1.00000
05403 	0.92177 	100.58522 	0.00000 	0.00000 	5.90000 	3.551 	4.39285 	0 	0 	125    	77.12006 	0.00410 	0.3035   	26.417  	-1.00000
05404 	0.92377 	100.53978 	0.00000 	0.00000 	5.80000 	3.560 	3.51764 	0 	0 	125    	77.13751 	0.00410 	0.2983   	25.806  	-1.00000
05405 	0.91737 	100.58657 	0.00000 	0.00000 	5.90000 	3.569 	3.59670 	0 	0 	125    	77.15559 	0.00410 	0.3021   	25.630  	-1.00000
05406 	0.91867 	100.69773 	0.00000 	0.00000 	6.20000 	3.576 	3.42280 	0 	0 	125    	77.15494 	0.00403 	0.3027   	26.935  	-1.00000
05407 	0.92049 	100.69180 	0.00000 	0.00000 	5.80000 	3.585 	2.78493 	0 	0 	125    	77.13584 	0.00389 	0.3001   	26.596  	-1.00000
05408 	0.91445 	100.76414 	0.00000 	0.00000 	6.40000 	3.582 	2.89624 	0 	0 	125    	77.13586 	0.00375 	0.2985   	26.825  	0.72251
05409 	0.91732 	100.67493 	0.00000 	0.00000 	6.00000 	3.576 	2.55567 	0 	0 	125    	77.12625 	0.00375 	0.2976   	27.500  	-1.00000
05410 	0.91368 	100.90016 	0.00000 	0.00000 	5.70000 	3.554 	2.02008 	0 	0 	125    	77.13600 	0.00382 	0.2997   	27.939  	-1.00000
05411 	0.91597 	100.82989 	0.00000 	0.00000 	5.60000 	3.560 	2.16602 	0 	0 	125    	77.11760 	0.00375 	0.2968   	30.113  	-1.00000
05412 	0.91238 	101.00021 	0.00000 	0.00000 	5.90000 	3.567 	2.19871 	0 	0 	125    	77.13252 	0.00389 	0.2996   	29.590  	-1.00000
05413 	0.91720 	100.92606 	0.00000 	0.00000 	5.70000 	3.561 	2.01910 	0 	0 	125    	77.12997 	0.00375 	0.2960   	30.083  	-1.00000
05414 	0.91112 	101.01957 	0.00000 	0.00000 	5.80000 	3.556 	2.01653 	0 	0 	125    	77.15038 	0.00403 	0.2977   	30.498  	-1.00000
05415 	0.91294 	100.92532 	0.00000 	0.00000 	5.80000 	3.560 	2.16713 	0 	0 	125    	77.11842 	0.00382 	0.2960   	28.652  	-1.00000
05416 	0.91176 	101.00677 	0.00000 	0.00000 	5.80000 	3.549 	2.14084 	0 	0 	125    	77.10562 	0.00389 	0.2982   	28.079  	0.67564
05417 	0.91741 	100.94100 	0.00000 	0.00000 	5.80000 	3.558 	2.02223 	0 	0 	125    	77.06876 	0.00375 	0.2992   	29.360  	-1.00000
05418 	0.91375 	101.00787 	0.00000 	0.00000 	5.80000 	3.567 	1.88049 	0 	0 	125    	77.04504 	0.00389 	0.3017   	29.473  	-1.00000
05419 	0.91617 	100.98067 	0.00000 	0.00000 	6.90000 	3.555 	1.95509 	0 	0 	125    	77.01523 	0.00382 	0.3004   	33.282  	-1.00000
05420 	0.91717 	100.99305 	0.00000 	0.00000 	6.50000 	3.558 	2.26556 	0 	0 	125    	76.99317 	0.00382 	0.2981   	32.765  	-1.00000
05421 	0.91882 	100.91866 	0.00000 	0.00000 	6.50000 	3.566 	2.68992 	0 	0 	125    	76.97465 	0.00389 	0.2982   	34.741  	-1.00000
05422 	0.91521 	101.00161 	0.00000 	0.00000 	6.50000 	3.564 	3.28924 	0 	0 	125    	76.99562 	0.00382 	0.3007   	34.555  	-1.00000
05423 	0.91655 	100.99497 	0.00000 	0.00000 	5.70000 	3.568 	3.13678 	0 	0 	125    	76.99386 	0.00347 	0.2988   	39.690  	-1.00000
05424 	0.91413 	101.05618 	0.00000 	0.00000 	5.70000 	3.567 	2.43685 	0 	0 	125    	76.99462 	0.00354 	0.3008   	39.755  	0.67072
05425 	0.91170 	101.10463 	0.00000 	0.00000 	5.60000 	3.564 	2.95160 	0 	0 	125    	76.98787 	0.00361 	0.3014   	40.797  	-1.00000
05426 	0.91778 	101.05050 	0.00000 	0.00000 	5.60000 	3.573 	3.13108 	0 	0 	125    	76.98764 	0.00368 	0.2982   	36.919  	-1.00000
05427 	0.91622 	101.19920 	0.00000 	0.00000 	6.40000 	3.568 	3.18373 	0 	0 	125    	77.02276 	0.00368 	0.3002   	36.874  	-1.00000
05428 	0.92002 	101.08957 	0.00000 	0.00000 	6.40000 	3.563 	3.39357 	0 	0 	125    	77.06147 	0.00368 	0.2996   	35.246  	-1.00000
05429 	0.91852 	101.16356 	0.00000 	0.00000 	6.50000 	3.563 	3.49772 	0 	0 	125    	77.12984 	0.00375 	0.2995   	35.171  	-1.00000
05430 	0.92120 	101.00297 	0.00000 	0.00000 	5.60000 	3.561 	3.30405 	0 	0 	125    	77.14571 	0.00375 	0.2983   	32.580  	-1.00000
05431 	0.91793 	100.99102 	0.00000 	0.00000 	5.70000 	3.562 	3.02415 	0 	0 	125    	77.14800 	0.00375 	0.3008   	29.161  	-1.00000
05432 	0.91978 	100.94929 	0.00000 	0.00000 	5.70000 	3.553 	3.07785 	0 	0 	125    	77.10853 	0.00375 	0.3022   	29.996  	0.65856
05433 	0.92048 	100.92743 	0.00000 	0.00000 	5.70000 	3.550 	2.90244 	0 	0 	125    	77.08384 	0.00375 	0.3013   	31.188  	-1.00000
05434 	0.92054 	100.83910 	0.00000 	0.00000 	5.50000 	3.561 	2.85728 	0 	0 	125    	77.07214 	0.00375 	0.2998   	28.799  	-1.00000
05435 	0.91899 	100.84516 	0.00000 	0.00000 	5.80000 	3.548 	2.71156 	0 	0 	125    	77.09820 	0.00361 	0.2999   	27.094  	-1.00000
05436 	0.91935 	100.84767 	0.00000 	0.00000 	5.90000 	3.544 	2.47115 	0 	0 	125    	77.08194 	0.00361 	0.3000   	26.053  	-1.00000
05437 	0.91893 	100.92599 	0.00000 	0.00000 	5.90000 	3.549 	2.41459 	0 	0 	125    	77.07038 	0.00361 	0.2999   	26.184  	-1.00000
05438 	0.91772 	100.94327 	0.00000 	0.00000 	5.50000 	3.549 	2.41052 	0 	0 	125    	77.02199 	0.00354 	0.2987   	26.009  	-1.00000
05439 	0.91598 	100.79983 	0.00000 	0.00000 	5.40000 	3.552 	3.00703 	0 	0 	125    	76.94533 	0.00347 	0.2964   	23.984  	-1.00000
05440 	0.91499 	100.74146 	0.00000 	0.00000 	5.10000 	3.555 	3.61683 	0 	0 	125    	76.87867 	0.00340 	0.2987   	26.180  	0.69097
05441 	0.91071 	100.74929 	0.00000 	0.00000 	5.10000 	3.552 	3.71756 	0 	0 	125    	76.82796 	0.00340 	0.2984   	27.448  	-1.00000
05442 	0.91998 	100.58210 	0.00000 	0.00000 	5.20000 	3.558 	3.79613 	0 	0 	125    	76.78032 	0.00347 	0.2983   	27.404  	-1.00000
05443 	0.91612 	100.69121 	0.00000 	0.00000 	5.20000 	3.558 	3.65640 	0 	0 	125    	76.79339 	0.00333 	0.2982   	30.851  	-1.00000
05444 	0.92092 	100.44864 	0.00000 	0.00000 	5.20000 	3.561 	3.58591 	0 	0 	125    	76.77320 	0.00340 	0.2945   	30.111  	-1.00000
05445 	0.91631 	100.54277 	0.00000 	0.00000 	5.20000 	3.552 	3.49201 	0 	0 	125    	76.80701 	0.00347 	0.2971   	30.989  	-1.00000
05446 	0.91949 	100.42678 	0.00000 	0.00000 	5.40000 	3.555 	3.56908 	0 	0 	125    	76.81045 	0.00347 	0.2992   	31.082  	-1.00000
05447 	0.91593 	100.57440 	0.00000 	0.00000 	5.40000 	3.565 	3.51134 	0 	0 	125    	76.82304 	0.00347 	0.3010   	32.788  	-1.00000
05448 	0.91660 	100.59729 	0.00000 	0.00000 	5.50000 	3.560 	3.34221 	0 	0 	125    	76.81553 	0.00333 	0.3024   	38.448  	0.64323
05449 	0.91963 	100.45984 	0.00000 	0.00000 	5.50000 	3.569 	3.13166 	0 	0 	125    	76.80743 	0.00326 	0.3002   	38.341  	-1.00000
05450 	0.91076 	100.53906 	0.00000 	0.00000 	6.10000 	3.568 	3.35698 	0 	0 	125    	76.84448 	0.00354 	0.2995   	40.088  	-1.00000
05451 	0.91120 	100.52900 	0.00000 	0.00000 	6.10000 	3.568 	3.57128 	0 	0 	125    	76.86376 	0.00354 	0.3013   	35.347  	-1.00000
05452 	0.91590 	100.42235 	0.00000 	0.00000 	5.40000 	3.583 	4.02742 	0 	0 	125    	76.86654 	0.00354 	0.2944   	35.866  	-1.00000
05453 	0.91117 	100.56843 	0.00000 	0.00000 	5.40000 	3.592 	4.88691 	0 	0 	125    	76.89662 	0.00361 	0.2970   	34.717  	-1.00000
05454 	0.91202 	100.69030 	0.00000 	0.00000 	5.80000 	3.593 	4.43087 	0 	0 	125    	76.91005 	0.00389 	0.2975   	30.759  	-1.00000
05455 	0.91434 	100.64492 	0.00000 	0.00000 	5.80000 	3.603 	3.91232 	0 	0 	125    	76.94497 	0.00382 	0.3003   	34.162  	-1.00000
05456 	0.90902 	100.73044 	0.00000 	0.00000 	6.20000 	3.593 	3.38588 	0 	0 	125    	76.97473 	0.00403 	0.2997   	34.270  	0.70949
05457 	0.91107 	100.67213 	0.00000 	0.00000 	5.80000 	3.581 	3.25960 	0 	0 	125    	76.98243 	0.00403 	0.2988   	35.142  	-1.00000
05458 	0.91099 	100.82871 	0.00000 	0.00000 	5.40000 	3.568 	2.90377 	0 	0 	125    	77.00187 	0.00403 	0.2991   	33.454  	-1.00000
05459 	0.91934 	100.74083 	0.00000 	0.00000 	5.90000 	3.569 	2.74388 	0 	0 	125    	76.98940 	0.00396 	0.2952   	31.160  	-1.00000
05460 	0.91604 	100.89948 	0.00000 	0.00000 	5.80000 	3.560 	2.69054 	0 	0 	125    	77.00547 	0.00396 	0.2992   	27.878  	-1.00000
05461 	0.92403 	100.78569 	0.00000 	0.00000 	6.00000 	3.560 	2.35266 	0 	0 	125    	76.99759 	0.00375 	0.2974   	29.826  	-1.00000
05462 	0.92157 	100.90571 	0.00000 	0.00000 	6.00000 	3.552 	1.99199 	0 	0 	125    	77.01276 	0.00382 	0.2980   	27.811  	-1.00000
05463 	0.92387 	100.88722 	0.00000 	0.00000 	5.90000 	3.557 	2.24358 	0 	0 	125    	77.01268 	0.00403 	0.2967   	31.936  	-1.00000
05464 	0.92852 	100.78478 	0.00000 	0.00000 	5.90000 	3.553 	2.41400 	0 	0 	125    	77.01227 	0.00389 	0.2920   	33.322  	0.68345
05465 	0.92812 	100.91795 	0.00000 	0.00000 	5.50000 	3.550 	2.26092 	0 	0 	125    	77.04434 	0.00403 	0.2933   	33.550  	-1.00000
05466 	0.92991 	100.83010 	0.00000 	0.00000 	5.80000 	3.553 	2.05513 	0 	0 	125    	77.05605 	0.00382 	0.2901   	33.198  	-1.00000
05467 	0.92653 	100.94283 	0.00000 	0.00000 	5.80000 	3.557 	1.74049 	0 	0 	125    	77.07925 	0.00396 	0.2917   	33.680  	-1.00000
05468 	0.92602 	100.95647 	0.00000 	0.00000 	5.50000 	3.553 	1.71727 	0 	0 	125    	77.08541 	0.00424 	0.2920   	29.922  	-1.00000
05469 	0.92860 	100.86119 	0.00000 	0.00000 	5.50000 	3.557 	1.64348 	0 	0 	125    	77.06665 	0.00417 	0.2916   	28.084  	-1.00000
05470 	0.92620 	100.99565 	0.00000 	0.00000 	5.50000 	3.553 	1.46683 	0 	0 	125    	77.07348 	0.00431 	0.2920   	33.942  	-1.00000
05471 	0.92902 	100.89029 	0.00000 	0.00000 	5.50000 	3.559 	1.35516 	0 	0 	125    	77.06315 	0.00403 	0.2930   	36.853  	-1.00000
05472 	0.92640 	101.02807 	0.00000 	0.00000 	4.70000 	3.556 	1.40307 	0 	0 	125    	77.08724 	0.00410 	0.2962   	35.115  	0.67188
05473 	0.92910 	100.89367 	0.00000 	0.00000 	4.70000 	3.567 	1.98653 	0 	0 	125    	77.08523 	0.00424 	0.2947   	33.882  	-1.00000
05474 	0.92235 	101.00500 	0.00000 	0.00000 	4.50000 	3.550 	2.39354 	0 	0 	125    	77.10839 	0.00396 	0.2968   	34.765  	-1.00000
05475 	0.92571 	100.90687 	0.00000 	0.00000 	5.30000 	3.573 	3.13692 	0 	0 	125    	77.10639 	0.00396 	0.2971   	29.343  	-1.00000
05476 	0.92114 	100.99730 	0.00000 	0.00000 	4.90000 	3.557 	3.23151 	0 	0 	125    	77.12390 	0.00389 	0.2971   	30.337  	-1.00000
05477 	0.92420 	100.91654 	0.00000 	0.00000 	5.10000 	3.567 	3.32850 	0 	0 	125    	77.08617 	0.00396 	0.2965   	32.343  	-1.00000
05478 	0.92112 	101.02909 	0.00000 	0.00000 	4.70000 	3.553 	3.39076 	0 	0 	125    	77.07256 	0.00396 	0.2984   	32.361  	-1.00000
05479 	0.92570 	100.89784 	0.00000 	0.00000 	4.70000 	3.561 	3.30399 	0 	0 	125    	77.04141 	0.00382 	0.2945   	34.321  	-1.00000
05480 	0.92189 	101.10251 	0.00000 	0.00000 	4.90000 	3.557 	3.23345 	0 	0 	125    	77.05149 	0.00389 	0.2980   	32.559  	0.66493
05481 	0.92603 	100.99823 	0.00000 	0.00000 	5.10000 	3.568 	3.32943 	0 	0 	125    	77.05291 	0.00382 	0.2936   	35.219  	-1.00000
05482 	0.92118 	101.07886 	0.00000 	0.00000 	5.50000 	3.567 	3.71782 	0 	0 	125    	77.08751 	0.00382 	0.2950   	36.429  	-1.00000
05483 	0.92558 	101.02644 	0.00000 	0.00000 	6.20000 	3.574 	4.31836 	0 	0 	125    	77.10871 	0.00375 	0.2944   	34.573  	-1.00000
05484 	0.92507 	101.20335 	0.00000 	0.00000 	5.80000 	3.560 	4.34837 	0 	0 	125    	77.16259 	0.00389 	0.2945   	38.803  	-1.00000
05485 	0.93092 	101.03843 	0.00000 	0.00000 	6.10000 	3.564 	4.46533 	0 	0 	125    	77.18441 	0.00354 	0.2931   	39.825  	-1.00000
05486 	0.92663 	101.13414 	0.00000 	0.00000 	6.40000 	3.562 	4.42744 	0 	0 	125    	77.21994 	0.00361 	0.2930   	38.476  	-1.00000
05487 	0.93310 	100.97958 	0.00000 	0.00000 	6.10000 	3.570 	4.61288 	0 	0 	125    	77.23469 	0.00382 	0.2935   	37.977  	-1.00000
05488 	0.93218 	101.21451 	0.00000 	0.00000 	5.90000 	3.567 	5.32176 	0 	0 	125    	77.26096 	0.00382 	0.2946   	36.059  	0.67245
05489 	0.93479 	101.09498 	0.00000 	0.00000 	5.90000 	3.573 	6.07917 	0 	0 	125    	77.25003 	0.00368 	0.2953   	35.178  	-1.00000
05490 	0.93005 	101.32001 	0.00000 	0.00000 	5.80000 	3.572 	6.63001 	0 	0 	125    	77.28918 	0.00382 	0.2949   	35.364  	-1.00000
05491 	0.93399 	101.43226 	0.00000 	0.00000 	6.40000 	3.577 	5.87616 	0 	0 	125    	77.29935 	0.00382 	0.2935   	36.487  	-1.00000
05492 	0.92881 	101.43870 	0.00000 	0.00000 	6.50000 	3.581 	5.16856 	0 	0 	125    	77.31348 	0.00396 	0.2963   	34.932  	-1.00000
05493 	0.92990 	101.05473 	0.00000 	0.00000 	6.80000 	3.579 	6.27923 	0 	0 	125    	77.27791 	0.00368 	0.2961   	33.214  	-1.00000
05494 	0.92679 	101.16639 	0.00000 	0.00000 	5.70000 	3.581 	6.95790 	0 	0 	125    	77.26596 	0.00368 	0.2976   	31.357  	-1.00000
05495 	0.92602 	101.19173 	0.00000 	0.00000 	6.80000 	3.572 	7.91269 	0 	0 	125    	77.22721 	0.00375 	0.2982   	30.659  	-1.00000
05496 	0.93024 	101.21797 	0.00000 	0.00000 	5.90000 	3.586 	7.44079 	0 	0 	125    	77.18018 	0.00354 	0.2971   	31.792  	0.69300
05497 	0.93597 	101.09867 	0.00000 	0.00000 	6.90000 	3.605 	6.68567 	0 	0 	125    	77.12678 	0.00340 	0.2932   	31.365  	-1.00000
05498 	0.93620 	101.15120 	0.00000 	0.00000 	7.20000 	3.605 	5.83639 	0 	0 	125    	77.10749 	0.00333 	0.2950   	35.174  	-1.00000
05499 	0.93601 	101.10446 	0.00000 	0.00000 	9.00000 	3.606 	5.29592 	0 	0 	125    	77.07089 	0.00333 	0.2951   	35.522  	-1.00000
05500 	0.93328 	101.16529 	0.00000 	0.00000 	8.40000 	3.611 	5.00074 	0 	0 	125    	77.02539 	0.00340 	0.2958   	35.287  	-1.00000
05501 	0.93663 	101.19813 	0.00000 	0.00000 	7.70000 	3.609 	4.98692 	0 	0 	125    	76.97739 	0.00333 	0.2938   	35.965  	-1.00000
05502 	0.92735 	101.36975 	0.00000 	0.00000 	8.40000 	3.606 	4.69277 	0 	0 	125    	76.96963 	0.00326 	0.2951   	36.375  	-1.00000
05503 	0.93060 	101.46051 	0.00000 	0.00000 	7.40000 	3.612 	4.33298 	0 	0 	125    	76.95159 	0.00326 	0.2927   	34.023  	-1.00000
05504 	0.87402 	101.77193 	0.00000 	0.00000 	6.70000 	3.596 	4.30822 	0 	0 	125    	76.96166 	0.00562 	0.2896   	38.648  	0.66377
